"","X","line","movie"
"34844",34844,"          Oh, Lord!   Somebody kill me now.","A Star is Born"
"34845",34845,"He begins to pluck the strings, something utterly","A Star is Born"
"34846",34846,"different from that assault of “Black Eyes” --","A Star is Born"
"34847",34847,"","A Star is Born"
"34848",34848,"                        JACK","A Star is Born"
"34849",34849,"               (singing)","A Star is Born"
"34850",34850,"          ‘Maybe it's time to let the old","A Star is Born"
"34851",34851,"             ways die,","A Star is Born"
"34852",34852,"          Maybe it's time to let the old","A Star is Born"
"34853",34853,"             ways die,","A Star is Born"
"34854",34854,"          It takes a lot to change a man,","A Star is Born"
"34855",34855,"          Hell, it takes a lot to try,","A Star is Born"
"34856",34856,"          Maybe it's time to let the old","A Star is Born"
"34857",34857,"             ways die,","A Star is Born"
"34858",34858,"","A Star is Born"
"34859",34859,"Ally emerges into the room to find Jack under house","A Star is Born"
"34860",34860,"lights, in the flesh and blood, feet away in a private","A Star is Born"
"34861",34861,"concert for three.","A Star is Born"
"34862",34862,"","A Star is Born"
"34863",34863,"                                               (CONTINUED)","A Star is Born"
"34864",34864,"                                                       18.","A Star is Born"
"34865",34865,"CONTINUED:","A Star is Born"
"34866",34866,"","A Star is Born"
"34867",34867,"                           JACK","A Star is Born"
"34868",34868,"                 (singing)","A Star is Born"
"34869",34869,"            Nobody knows what waits for the","A Star is Born"
"34870",34870,"               dead,","A Star is Born"
"34871",34871,"            Nobody knows what waits for the","A Star is Born"
"34872",34872,"               dead,","A Star is Born"
"34873",34873,"            Some folks just believe in the","A Star is Born"
"34874",34874,"               things they've heard and things","A Star is Born"
"34875",34875,"               they read,","A Star is Born"
"34876",34876,"            Nobody knows what waits for the","A Star is Born"
"34877",34877,"               dead,","A Star is Born"
"34878",34878,"            I'm glad I can't go back to where","A Star is Born"
"34879",34879,"               I came from,","A Star is Born"
"34880",34880,"            I'm glad those days are gone, gone","A Star is Born"
"34881",34881,"               for good,","A Star is Born"
"34882",34882,"            But if I could take spirits from","A Star is Born"
"34883",34883,"               my past and bring them here,","A Star is Born"
"34884",34884,"               you know I would,","A Star is Born"
"34885",34885,"            Know I would.’","A Star is Born"
"34886",34886,"","A Star is Born"
"34887",34887,"Then he notices her. And sadly for everyone else, the","A Star is Born"
"34888",34888,"song comes to an abrupt end --","A Star is Born"
"34889",34889,"","A Star is Born"
"34890",34890,"                          JACK","A Star is Born"
"34891",34891,"            You ready?","A Star is Born"
"34892",34892,"","A Star is Born"
"34893",34893,"She nods.","A Star is Born"
"34894",34894,"","A Star is Born"
"34895",34895,"                          EMERALD","A Star is Born"
"34896",34896,"            Hmm, you know I would!","A Star is Born"
"34897",34897,"","A Star is Born"
"34898",34898,"OFF Ally --","A Star is Born"
"34899",34899,"","A Star is Born"
"34900",34900,"","A Star is Born"
"34901",34901,"EXT. COP BAR - LATER THAT NIGHT","A Star is Born"
"34902",34902,"Jack and Ally walking into a CROWDED DOWNTOWN BAR.    As","A Star is Born"
"34903",34903,"they make their way --","A Star is Born"
"34904",34904,"","A Star is Born"
"34905",34905,"                          JACK","A Star is Born"
"34906",34906,"            It’s a cop bar.","A Star is Born"
"34907",34907,"","A Star is Born"
"34908",34908,"                          ALLY","A Star is Born"
"34909",34909,"            Cops?","A Star is Born"
"34910",34910,"","A Star is Born"
"34911",34911,"                         JACK","A Star is Born"
"34912",34912,"            Yeah. It's why they serve all","A Star is Born"
"34913",34913,"            night long.","A Star is Born"
"34914",34914,"","A Star is Born"
"34915",34915,"","A Star is Born"
"34916",34916,"INT. COP BAR - MOMENTS LATER","A Star is Born"
"34917",34917,"","A Star is Born"
"34918",34918,"Jack and Ally now at the bar, she’s got a rum and Coke,","A Star is Born"
"34919",34919,"he’s got his regular drink, gin on the rocks with a","A Star is Born"
"34920",34920,"twist.","A Star is Born"
"34921",34921,"                                                 (CONTINUED)","A Star is Born"
"34922",34922,"                                                       19.","A Star is Born"
"34923",34923,"CONTINUED:","A Star is Born"
"34924",34924,"","A Star is Born"
"34925",34925,"                        JACK","A Star is Born"
"34926",34926,"          Can I ask you a personal question?","A Star is Born"
"34927",34927,"","A Star is Born"
"34928",34928,"                        ALLY","A Star is Born"
"34929",34929,"          Sure.","A Star is Born"
"34930",34930,"","A Star is Born"
"34931",34931,"                        JACK","A Star is Born"
"34932",34932,"          Do you write songs or anything?","A Star is Born"
"34933",34933,"","A Star is Born"
"34934",34934,"                        ALLY","A Star is Born"
"34935",34935,"          I don't sing my own songs.","A Star is Born"
"34936",34936,"","A Star is Born"
"34937",34937,"The bartender drops off another drink of Jack.","A Star is Born"
"34938",34938,"","A Star is Born"
"34939",34939,"                        JACK","A Star is Born"
"34940",34940,"               (to bartender)","A Star is Born"
"34941",34941,"          Thank you.","A Star is Born"
"34942",34942,"               (to Ally)","A Star is Born"
"34943",34943,"          Why?","A Star is Born"
"34944",34944,"","A Star is Born"
"34945",34945,"                        ALLY","A Star is Born"
"34946",34946,"          I just, I just don't feel","A Star is Born"
"34947",34947,"          comfortable.","A Star is Born"
"34948",34948,"","A Star is Born"
"34949",34949,"                        JACK","A Star is Born"
"34950",34950,"          Why wouldn't you feel comfortable?","A Star is Born"
"34951",34951,"","A Star is Born"
"34952",34952,"                        ALLY","A Star is Born"
"34953",34953,"          Um... Well, 'cause, like, almost","A Star is Born"
"34954",34954,"          every single person that I've come","A Star is Born"
"34955",34955,"          in contact with in the music","A Star is Born"
"34956",34956,"          industry has told me that my nose","A Star is Born"
"34957",34957,"          is too big and that I won't make","A Star is Born"
"34958",34958,"          it.","A Star is Born"
"34959",34959,"","A Star is Born"
"34960",34960,"                        JACK","A Star is Born"
"34961",34961,"          Your nose is too big?","A Star is Born"
"34962",34962,"","A Star is Born"
"34963",34963,"                        ALLY","A Star is Born"
"34964",34964,"          Yeah.","A Star is Born"
"34965",34965,"","A Star is Born"
"34966",34966,"                        JACK","A Star is Born"
"34967",34967,"          Your nose is beautiful.","A Star is Born"
"34968",34968,"","A Star is Born"
"34969",34969,"Jack looks at her, dumbfounded. She turns her head","A Star is Born"
"34970",34970,"profile, takes her finger and runs it down from her","A Star is Born"
"34971",34971,"forehead, over her nose, down to her chin.","A Star is Born"
"34972",34972,"","A Star is Born"
"34973",34973,"                        JACK","A Star is Born"
"34974",34974,"          Are you showing me your nose right","A Star is Born"
"34975",34975,"          now?","A Star is Born"
"34976",34976,"","A Star is Born"
"34977",34977,"She embarrassingly smiles.","A Star is Born"
"34978",34978,"","A Star is Born"
"34979",34979,"","A Star is Born"
"34980",34980,"                                                 (CONTINUED)","A Star is Born"
"34981",34981,"                                                           20.","A Star is Born"
"34982",34982,"CONTINUED:","A Star is Born"
"34983",34983,"","A Star is Born"
"34984",34984,"                           ALLY","A Star is Born"
"34985",34985,"          Yeah.","A Star is Born"
"34986",34986,"","A Star is Born"
"34987",34987,"                        JACK","A Star is Born"
"34988",34988,"          You don't have to show it to me.","A Star is Born"
"34989",34989,"          I've been looking at it all night.","A Star is Born"
"34990",34990,"","A Star is Born"
"34991",34991,"                           ALLY","A Star is Born"
"34992",34992,"          Oh, come on.","A Star is Born"
"34993",34993,"","A Star is Born"
"34994",34994,"            JACK                              ALLY","A Star is Born"
"34995",34995,"Oh, I'm gonna be thinking         No, you're not. You're","A Star is Born"
"34996",34996,"about your nose for a very        full of shit.","A Star is Born"
"34997",34997,"long time.","A Star is Born"
"34998",34998,"","A Star is Born"
"34999",34999,"                        JACK","A Star is Born"
"35000",35000,"          I'm not full of shit.","A Star is Born"
"35001",35001,"","A Star is Born"
"35002",35002,"                           ALLY","A Star is Born"
"35003",35003,"          Yeah, you are.","A Star is Born"
"35004",35004,"","A Star is Born"
"35005",35005,"                        JACK","A Star is Born"
"35006",35006,"          I'm telling you the truth.","A Star is Born"
"35007",35007,"","A Star is Born"
"35008",35008,"                        ALLY","A Star is Born"
"35009",35009,"          Yeah, you're full of shit.","A Star is Born"
"35010",35010,"","A Star is Born"
"35011",35011,"                        JACK","A Star is Born"
"35012",35012,"          Can I touch your nose?","A Star is Born"
"35013",35013,"","A Star is Born"
"35014",35014,"                           ALLY","A Star is Born"
"35015",35015,"          Oh, my gosh.","A Star is Born"
"35016",35016,"","A Star is Born"
"35017",35017,"                        JACK","A Star is Born"
"35018",35018,"          Let me just touch it for a second.","A Star is Born"
"35019",35019,"She laughs, but he’s serious. He reaches in, she lets","A Star is Born"
"35020",35020,"him. His finger brushes the top of her nose, intimate,","A Star is Born"
"35021",35021,"surreal.","A Star is Born"
"35022",35022,"","A Star is Born"
"35023",35023,"                        JACK","A Star is Born"
"35024",35024,"          You're very lucky.","A Star is Born"
"35025",35025,"","A Star is Born"
"35026",35026,"                         ALLY","A Star is Born"
"35027",35027,"          Oh, really?","A Star is Born"
"35028",35028,"               (he nods)","A Star is Born"
"35029",35029,"          Yeah, not really. My nose has not","A Star is Born"
"35030",35030,"          made me lucky.","A Star is Born"
"35031",35031,"               (beat)","A Star is Born"
"35032",35032,"          I could've had, maybe, a hit song","A Star is Born"
"35033",35033,"          if it wasn't for my nose.","A Star is Born"
"35034",35034,"","A Star is Born"
"35035",35035,"                        JACK","A Star is Born"
"35036",35036,"          That's fucking bullshit.","A Star is Born"
"35037",35037,"","A Star is Born"
"35038",35038,"                                                 (CONTINUED)","A Star is Born"
"35039",35039,"                                                     21.","A Star is Born"
"35040",35040,"CONTINUED:","A Star is Born"
"35041",35041,"","A Star is Born"
"35042",35042,"                        ALLY","A Star is Born"
"35043",35043,"          Yeah. No, it's not bullshit,","A Star is Born"
"35044",35044,"          because, you go into these rooms","A Star is Born"
"35045",35045,"          and there’s all these fucking men","A Star is Born"
"35046",35046,"          in there and they’re just staring","A Star is Born"
"35047",35047,"          at you, listening to your record","A Star is Born"
"35048",35048,"          going, ‘Oh, you sound great, but,","A Star is Born"
"35049",35049,"          you know, you don’t look so","A Star is Born"
"35050",35050,"          great.’","A Star is Born"
"35051",35051,"","A Star is Born"
"35052",35052,"                        JACK","A Star is Born"
"35053",35053,"          You know, I had a thing when I was","A Star is Born"
"35054",35054,"          little. I was born with this","A Star is Born"
"35055",35055,"          thing in my ear. Couldn’t hear...","A Star is Born"
"35056",35056,"          What do I wind up being? A","A Star is Born"
"35057",35057,"          singer. So you never know...","A Star is Born"
"35058",35058,"               (then)","A Star is Born"
"35059",35059,"          Look... Talent comes everywhere,","A Star is Born"
"35060",35060,"          everybody’s talented. I bet you,","A Star is Born"
"35061",35061,"          fucking everybody in this bar is","A Star is Born"
"35062",35062,"          talented in one thing or another,","A Star is Born"
"35063",35063,"          but having something to say, and a","A Star is Born"
"35064",35064,"          way to say it so people listen to","A Star is Born"
"35065",35065,"          it, that’s a whole other bag. And","A Star is Born"
"35066",35066,"          unless you get out there and","A Star is Born"
"35067",35067,"          you try to do it you’ll never","A Star is Born"
"35068",35068,"          know. That’s just the truth. If","A Star is Born"
"35069",35069,"          there’s one reason we’re supposed","A Star is Born"
"35070",35070,"          to be here, it’s to say something","A Star is Born"
"35071",35071,"          so people wanna hear it.","A Star is Born"
"35072",35072,"","A Star is Born"
"35073",35073,"She’s looking at him.","A Star is Born"
"35074",35074,"","A Star is Born"
"35075",35075,"                        JACK","A Star is Born"
"35076",35076,"          Don't you understand what I'm","A Star is Born"
"35077",35077,"          trying to tell you?","A Star is Born"
"35078",35078,"                        ALLY","A Star is Born"
"35079",35079,"          Yeah, I do... I don't like it.","A Star is Born"
"35080",35080,"          But I understand it.","A Star is Born"
"35081",35081,"","A Star is Born"
"35082",35082,"They share a smile.","A Star is Born"
"35083",35083,"","A Star is Born"
"35084",35084,"                        JACK","A Star is Born"
"35085",35085,"          Oh, I think you like it a little","A Star is Born"
"35086",35086,"          bit. I think I'm getting through","A Star is Born"
"35087",35087,"          a little bit, I can see it.","A Star is Born"
"35088",35088,"","A Star is Born"
"35089",35089,"                           ALLY","A Star is Born"
"35090",35090,"          No, you can't.","A Star is Born"
"35091",35091,"","A Star is Born"
"35092",35092,"                        JACK","A Star is Born"
"35093",35093,"          It's a good thing we met...","A Star is Born"
"35094",35094,"","A Star is Born"
"35095",35095,"","A Star is Born"
"35096",35096,"                                               (CONTINUED)","A Star is Born"
"35097",35097,"                                                         22.","A Star is Born"
"35098",35098,"CONTINUED:","A Star is Born"
"35099",35099,"","A Star is Born"
"35100",35100,"                         ALLY","A Star is Born"
"35101",35101,"          Yeah.","A Star is Born"
"35102",35102,"","A Star is Born"
"35103",35103,"                        JACK","A Star is Born"
"35104",35104,"          For both of us, trust me.","A Star is Born"
"35105",35105,"","A Star is Born"
"35106",35106,"                        ALLY","A Star is Born"
"35107",35107,"          I mean, I don't know what is going","A Star is Born"
"35108",35108,"          on, honestly --","A Star is Born"
"35109",35109,"","A Star is Born"
"35110",35110,"                         JACK","A Star is Born"
"35111",35111,"          Who does?","A Star is Born"
"35112",35112,"","A Star is Born"
"35113",35113,"                        ALLY","A Star is Born"
"35114",35114,"          I'm in a cop bar, with Jackson","A Star is Born"
"35115",35115,"          Maine, and it's, like...","A Star is Born"
"35116",35116,"","A Star is Born"
"35117",35117,"            JACK                            ALLY","A Star is Born"
"35118",35118,"   (laughing)                   I'm gonna wake up in a","A Star is Born"
"35119",35119,"Jackson Maine.                  minute.","A Star is Born"
"35120",35120,"","A Star is Born"
"35121",35121,"                        JACK","A Star is Born"
"35122",35122,"          That's the thing about when you","A Star is Born"
"35123",35123,"          get famous, people start saying","A Star is Born"
"35124",35124,"          your full name.","A Star is Born"
"35125",35125,"","A Star is Born"
"35126",35126,"                        ALLY","A Star is Born"
"35127",35127,"          Well, what do you want me to --","A Star is Born"
"35128",35128,"","A Star is Born"
"35129",35129,"                        JACK","A Star is Born"
"35130",35130,"          Well, it’s just ‘Jack.’","A Star is Born"
"35131",35131,"","A Star is Born"
"35132",35132,"The jukebox has started to play a song of Jack’s: “Too","A Star is Born"
"35133",35133,"Far Gone.” The PERSON at the jukebox just continues to","A Star is Born"
"35134",35134,"pick songs.","A Star is Born"
"35135",35135,"                        ALLY","A Star is Born"
"35136",35136,"          Speaking of... Come on.","A Star is Born"
"35137",35137,"","A Star is Born"
"35138",35138,"                         JACK","A Star is Born"
"35139",35139,"          What?","A Star is Born"
"35140",35140,"","A Star is Born"
"35141",35141,"                        ALLY","A Star is Born"
"35142",35142,"          Did you put that on?","A Star is Born"
"35143",35143,"","A Star is Born"
"35144",35144,"He listens closely.   She can tell that he’s straining to","A Star is Born"
"35145",35145,"hear it.","A Star is Born"
"35146",35146,"","A Star is Born"
"35147",35147,"                        ALLY","A Star is Born"
"35148",35148,"          When did you even go to the","A Star is Born"
"35149",35149,"          jukebox?","A Star is Born"
"35150",35150,"","A Star is Born"
"35151",35151,"                        JACK","A Star is Born"
"35152",35152,"          Oh, God, I hear that song and I","A Star is Born"
"35153",35153,"          just want to turn it the fuck off.","A Star is Born"
"35154",35154,"                        (MORE)","A Star is Born"
"35155",35155,"                                                (CONTINUED)","A Star is Born"
"35156",35156,"                                                     23.","A Star is Born"
"35157",35157,"CONTINUED:","A Star is Born"
"35158",35158,"                        JACK (CONT'D)","A Star is Born"
"35159",35159,"          I fucked that fucking song up so","A Star is Born"
"35160",35160,"          bad --","A Star is Born"
"35161",35161,"","A Star is Born"
"35162",35162,"                           TOMMY (O.S.)","A Star is Born"
"35163",35163,"          Hey!","A Star is Born"
"35164",35164,"","A Star is Born"
"35165",35165,"She laughs just as a YOUNG POLICEMAN (TOMMY), slurring","A Star is Born"
"35166",35166,"and aggressive --","A Star is Born"
"35167",35167,"","A Star is Born"
"35168",35168,"                        TOMMY","A Star is Born"
"35169",35169,"               (to Jack)","A Star is Born"
"35170",35170,"          I know that we're not supposed to","A Star is Born"
"35171",35171,"          do this... I know that we're not","A Star is Born"
"35172",35172,"          supposed to come and bother you,","A Star is Born"
"35173",35173,"          you come here every night...","A Star is Born"
"35174",35174,"","A Star is Born"
"35175",35175,"                           JACK","A Star is Born"
"35176",35176,"          It’s alright.","A Star is Born"
"35177",35177,"","A Star is Born"
"35178",35178,"                        TOMMY","A Star is Born"
"35179",35179,"               (to his buddies)","A Star is Born"
"35180",35180,"          You got your camera on you?     I","A Star is Born"
"35181",35181,"          don't have my camera on me.","A Star is Born"
"35182",35182,"","A Star is Born"
"35183",35183,"                           JACK","A Star is Born"
"35184",35184,"          Let’s just --","A Star is Born"
"35185",35185,"","A Star is Born"
"35186",35186,"He stumbles back into Jack, too close.","A Star is Born"
"35187",35187,"","A Star is Born"
"35188",35188,"                        TOMMY","A Star is Born"
"35189",35189,"               (to Jack again)","A Star is Born"
"35190",35190,"          Excuse me, one sec -- My ex-","A Star is Born"
"35191",35191,"          girlfriend was fucking this guy...","A Star is Born"
"35192",35192,"","A Star is Born"
"35193",35193,"                           JACK","A Star is Born"
"35194",35194,"          Right.   Okay.","A Star is Born"
"35195",35195,"Ally puts her hand over her face, looking to Jack, like,","A Star is Born"
"35196",35196,"“I’m so sorry...”","A Star is Born"
"35197",35197,"","A Star is Born"
"35198",35198,"                         TOMMY","A Star is Born"
"35199",35199,"          Who looks just like you, that’s","A Star is Born"
"35200",35200,"          what she said.","A Star is Born"
"35201",35201,"","A Star is Born"
"35202",35202,"                        ALLY","A Star is Born"
"35203",35203,"               (sotto)","A Star is Born"
"35204",35204,"          Shut the hell up...","A Star is Born"
"35205",35205,"","A Star is Born"
"35206",35206,"                        TOMMY","A Star is Born"
"35207",35207,"          But I gotta take a picture of you","A Star is Born"
"35208",35208,"          because I gotta send it to her,","A Star is Born"
"35209",35209,"          ‘cause I'm gonna show her you look","A Star is Born"
"35210",35210,"          nothing fucking like that fucking","A Star is Born"
"35211",35211,"          guy!","A Star is Born"
"35212",35212,"","A Star is Born"
"35213",35213,"                                               (CONTINUED)","A Star is Born"
"35214",35214,"                                                           24.","A Star is Born"
"35215",35215,"CONTINUED:","A Star is Born"
"35216",35216,"","A Star is Born"
"35217",35217,"        OFFICER DAVE                         TOMMY","A Star is Born"
"35218",35218,"Okay, that’s enough, Tommy.         (to his buddy)","A Star is Born"
"35219",35219,"Jack, I'm sorry.                 Dave, take a picture...","A Star is Born"
"35220",35220,"","A Star is Born"
"35221",35221,"Ally gets up, maybe to intervene.","A Star is Born"
"35222",35222,"","A Star is Born"
"35223",35223,"                        JACK","A Star is Born"
"35224",35224,"               (to the buddy)","A Star is Born"
"35225",35225,"          Well, maybe that'll help her out.","A Star is Born"
"35226",35226,"               (back to Tommy)","A Star is Born"
"35227",35227,"          Will that help you? Would that","A Star is Born"
"35228",35228,"          make you happy?","A Star is Born"
"35229",35229,"","A Star is Born"
"35230",35230,"Tommy gets into Jack’s space, stumbling into him to pose","A Star is Born"
"35231",35231,"for the picture...","A Star is Born"
"35232",35232,"","A Star is Born"
"35233",35233,"                        JACK","A Star is Born"
"35234",35234,"          Okay, why don’t we take the","A Star is Born"
"35235",35235,"          fucking picture.","A Star is Born"
"35236",35236,"","A Star is Born"
"35237",35237,"                        TOMMY","A Star is Born"
"35238",35238,"          Let her visualize it.","A Star is Born"
"35239",35239,"","A Star is Born"
"35240",35240,"                        ALLY","A Star is Born"
"35241",35241,"          You want someone to take your","A Star is Born"
"35242",35242,"          picture?","A Star is Born"
"35243",35243,"","A Star is Born"
"35244",35244,"Ally steps up to him.","A Star is Born"
"35245",35245,"","A Star is Born"
"35246",35246,"                        TOMMY","A Star is Born"
"35247",35247,"               (pushing her aside)","A Star is Born"
"35248",35248,"          Excuse me.","A Star is Born"
"35249",35249,"","A Star is Born"
"35250",35250,"                        ALLY","A Star is Born"
"35251",35251,"          I’ll help you take a picture.","A Star is Born"
"35252",35252,"Ally pulls his hand away and, in doing so, he gets rough","A Star is Born"
"35253",35253,"with her.","A Star is Born"
"35254",35254,"","A Star is Born"
"35255",35255,"                        TOMMY","A Star is Born"
"35256",35256,"          Get your hand off me, you fucking","A Star is Born"
"35257",35257,"          little whore!","A Star is Born"
"35258",35258,"","A Star is Born"
"35259",35259,"                          ALLY","A Star is Born"
"35260",35260,"          What?!","A Star is Born"
"35261",35261,"","A Star is Born"
"35262",35262,"Ally punches him in the face... sending him back into the","A Star is Born"
"35263",35263,"crowded bar. Everyone in the vicinity takes note...","A Star is Born"
"35264",35264,"Things get out of control for a second --","A Star is Born"
"35265",35265,"","A Star is Born"
"35266",35266,"                          JACK","A Star is Born"
"35267",35267,"          I got you.    It’s alright...","A Star is Born"
"35268",35268,"","A Star is Born"
"35269",35269,"Jack grabs her, pulling her out of the room and laughing","A Star is Born"
"35270",35270,"at the absurdity of it all --","A Star is Born"
"35271",35271,"                                                       25.","A Star is Born"
"35272",35272,"","A Star is Born"
"35273",35273,"","A Star is Born"
"35274",35274,"INT. SUPER A FOODS - NIGHT","A Star is Born"
"35275",35275,"","A Star is Born"
"35276",35276,"Fluorescent lighting... Jack walking up and down the","A Star is Born"
"35277",35277,"aisles, looking for something -- Ally trying to keep","A Star is Born"
"35278",35278,"up...","A Star is Born"
"35279",35279,"","A Star is Born"
"35280",35280,"                        ALLY","A Star is Born"
"35281",35281,"          I'm fine, honestly.   I'm okay.","A Star is Born"
"35282",35282,"          This is so stupid.","A Star is Born"
"35283",35283,"","A Star is Born"
"35284",35284,"                        JACK","A Star is Born"
"35285",35285,"          You gotta get ahead of the","A Star is Born"
"35286",35286,"          swelling. Just try to find","A Star is Born"
"35287",35287,"          some...","A Star is Born"
"35288",35288,"","A Star is Born"
"35289",35289,"                        ALLY","A Star is Born"
"35290",35290,"          This is so embarrassing.","A Star is Born"
"35291",35291,"","A Star is Born"
"35292",35292,"Jack pulls a bag of frozen peas from the freezer and puts","A Star is Born"
"35293",35293,"it on her hand.","A Star is Born"
"35294",35294,"","A Star is Born"
"35295",35295,"                        JACK","A Star is Born"
"35296",35296,"          Here we go. Put that on there.","A Star is Born"
"35297",35297,"          Gotta wrap something up with it.","A Star is Born"
"35298",35298,"          Find a...","A Star is Born"
"35299",35299,"","A Star is Born"
"35300",35300,"Jack grabs a bag of Cheetos.","A Star is Born"
"35301",35301,"","A Star is Born"
"35302",35302,"                        ALLY","A Star is Born"
"35303",35303,"          You like Cheetos?","A Star is Born"
"35304",35304,"","A Star is Born"
"35305",35305,"                        JACK","A Star is Born"
"35306",35306,"          No, like, gauze. Some gauze or","A Star is Born"
"35307",35307,"          something.","A Star is Born"
"35308",35308,"","A Star is Born"
"35309",35309,"                        ALLY","A Star is Born"
"35310",35310,"          Gauze?","A Star is Born"
"35311",35311,"","A Star is Born"
"35312",35312,"Jack stops to look at her hand to see if it’s starting to","A Star is Born"
"35313",35313,"swell. He holds it, looking at it with her...","A Star is Born"
"35314",35314,"","A Star is Born"
"35315",35315,"                        JACK","A Star is Born"
"35316",35316,"               (flexing his hand)","A Star is Born"
"35317",35317,"          Try to do that.","A Star is Born"
"35318",35318,"","A Star is Born"
"35319",35319,"She tries, but can’t really.","A Star is Born"
"35320",35320,"","A Star is Born"
"35321",35321,"                         JACK","A Star is Born"
"35322",35322,"          With that hand. And do that hand.","A Star is Born"
"35323",35323,"          You play piano?","A Star is Born"
"35324",35324,"                (as she nods)","A Star is Born"
"35325",35325,"          Yeah, we gotta take care of this,","A Star is Born"
"35326",35326,"          then.","A Star is Born"
"35327",35327,"","A Star is Born"
"35328",35328,"He walks away.","A Star is Born"
"35329",35329,"                                                        26.","A Star is Born"
"35330",35330,"","A Star is Born"
"35331",35331,"","A Star is Born"
"35332",35332,"INT. SUPER A FOODS - CHECK-OUT COUNTER - MOMENTS LATER","A Star is Born"
"35333",35333,"","A Star is Born"
"35334",35334,"The CASHIER is swiping their items.","A Star is Born"
"35335",35335,"","A Star is Born"
"35336",35336,"                        JACK","A Star is Born"
"35337",35337,"          It's already gotten warm, hasn't","A Star is Born"
"35338",35338,"          it? Should we have gotten two?","A Star is Born"
"35339",35339,"","A Star is Born"
"35340",35340,"                           ALLY","A Star is Born"
"35341",35341,"          No, it's okay.     Thanks.","A Star is Born"
"35342",35342,"","A Star is Born"
"35343",35343,"CLICK.","A Star is Born"
"35344",35344,"","A Star is Born"
"35345",35345,"The Cashier is holding up her phone and just took a","A Star is Born"
"35346",35346,"picture, Ally not quite in frame...","A Star is Born"
"35347",35347,"","A Star is Born"
"35348",35348,"                         FEMALE CASHIER","A Star is Born"
"35349",35349,"          I'm sorry.   I had to.","A Star is Born"
"35350",35350,"","A Star is Born"
"35351",35351,"                        JACK","A Star is Born"
"35352",35352,"          That's all right. Have a good","A Star is Born"
"35353",35353,"          one.","A Star is Born"
"35354",35354,"","A Star is Born"
"35355",35355,"                        ALLY","A Star is Born"
"35356",35356,"          It's not really all right, but...","A Star is Born"
"35357",35357,"","A Star is Born"
"35358",35358,"And as they stumble out --","A Star is Born"
"35359",35359,"","A Star is Born"
"35360",35360,"                        JACK","A Star is Born"
"35361",35361,"          Be careful, she'll hit ya.","A Star is Born"
"35362",35362,"","A Star is Born"
"35363",35363,"","A Star is Born"
"35364",35364,"EXT. SUPER A FOODS - PARKING LOT - MOMENTS LATER","A Star is Born"
"35365",35365,"","A Star is Born"
"35366",35366,"Jack’s SUV parked, Phil, the driver eating the Cheetos","A Star is Born"
"35367",35367,"off a ways, Jack and Ally sitting outside the store side-","A Star is Born"
"35368",35368,"by-side on a parking block.","A Star is Born"
"35369",35369,"","A Star is Born"
"35370",35370,"                        JACK","A Star is Born"
"35371",35371,"          These rings are gonna get stuck if","A Star is Born"
"35372",35372,"          you don't take 'em off... Does","A Star is Born"
"35373",35373,"          that hurt?","A Star is Born"
"35374",35374,"","A Star is Born"
"35375",35375,"                         ALLY","A Star is Born"
"35376",35376,"          Yeah.   That's okay...","A Star is Born"
"35377",35377,"","A Star is Born"
"35378",35378,"                        JACK","A Star is Born"
"35379",35379,"               (holding her hand)","A Star is Born"
"35380",35380,"          May I?","A Star is Born"
"35381",35381,"","A Star is Born"
"35382",35382,"                           ALLY","A Star is Born"
"35383",35383,"          Yeah.","A Star is Born"
"35384",35384,"","A Star is Born"
"35385",35385,"Jack sucks on her finger, wetting it and slipping the","A Star is Born"
"35386",35386,"rings off, places them in his pocket.","A Star is Born"
"35387",35387,"                                               (CONTINUED)","A Star is Born"
"35388",35388,"                                                        27.","A Star is Born"
"35389",35389,"CONTINUED:","A Star is Born"
"35390",35390,"","A Star is Born"
"35391",35391,"                          JACK","A Star is Born"
"35392",35392,"          Safe keeping.","A Star is Born"
"35393",35393,"","A Star is Born"
"35394",35394,"Jack reaches for the frozen peas.","A Star is Born"
"35395",35395,"","A Star is Born"
"35396",35396,"                        JACK","A Star is Born"
"35397",35397,"          Put this on there.","A Star is Born"
"35398",35398,"","A Star is Born"
"35399",35399,"                          ALLY","A Star is Born"
"35400",35400,"          You’re sweet.","A Star is Born"
"35401",35401,"","A Star is Born"
"35402",35402,"                        JACK","A Star is Born"
"35403",35403,"          Just wrap it up... You'll be good","A Star is Born"
"35404",35404,"          to go.","A Star is Born"
"35405",35405,"","A Star is Born"
"35406",35406,"He puts it on her hand and WRAPS IT with GAUZE and TAPE.","A Star is Born"
"35407",35407,"","A Star is Born"
"35408",35408,"                        ALLY","A Star is Born"
"35409",35409,"          How the hell do you deal with that","A Star is Born"
"35410",35410,"          all the time?","A Star is Born"
"35411",35411,"","A Star is Born"
"35412",35412,"                          JACK","A Star is Born"
"35413",35413,"          What's that?","A Star is Born"
"35414",35414,"","A Star is Born"
"35415",35415,"                        ALLY","A Star is Born"
"35416",35416,"          People just talking to you like","A Star is Born"
"35417",35417,"          you're not a real person. Or","A Star is Born"
"35418",35418,"          taking your picture --","A Star is Born"
"35419",35419,"","A Star is Born"
"35420",35420,"                        JACK","A Star is Born"
"35421",35421,"          Is that too tight?","A Star is Born"
"35422",35422,"","A Star is Born"
"35423",35423,"                          ALLY","A Star is Born"
"35424",35424,"          It's okay.","A Star is Born"
"35425",35425,"","A Star is Born"
